title,video_id,views,likes,comment_count,published_at,data,hora
"Em 2022 celebre o agora e conte com os seguros do Itaú, sempre",m7w7g_mJkt0,45226,436,0,2021-12-23 21:49:33+00:00,2021-12-23,21:49:33
Seguros do Itaú: Autorização de Débito Pessoa Jurídica,-jmOF2gNT_w,10341,112,0,2022-01-26 15:09:33+00:00,2022-01-26,15:09:33
Amor à segunda vista é com o Celso. Mas pode ser com você também.,LFiknmfVZW8,2234354,122,6,2022-02-14 21:07:02+00:00,2022-02-14,21:07:02
Amor à segunda vista existe? A Karen responde.,eq-o93yIL5w,7071393,158,19,2022-02-14 21:21:57+00:00,2022-02-14,21:21:57
Amor à segunda vista? Conheça a história da Danielle.,u_3fXgdsKu8,5478136,191,17,2022-02-14 21:29:43+00:00,2022-02-14,21:29:43
Itaú e DO'r: uma parceria de gigantes,eLKXY_ucXWE,6238,92,0,2022-02-24 20:51:06+00:00,2022-02-24,20:51:06
Seguro de vida on demand? No Itaú tem!,5SQqZ8r1B7U,13997,150,0,2022-03-07 18:42:28+00:00,2022-03-07,18:42:28
Seguro de vida descomplicado pra aproveitar o que importa,YlY0FIiTwWU,8347,97,0,2022-03-07 18:44:18+00:00,2022-03-07,18:44:18
SAC Consórcio Itaú: como funciona?,utgMtNH0MhA,4679361,636,30,2022-03-15 13:05:36+00:00,2022-03-15,13:05:36
Consórcio Itaú: é pra PF ou PJ?,8VPBPq5huUI,271907,142,5,2022-03-15 13:05:42+00:00,2022-03-15,13:05:42
SAC Consórcio Itaú: como se planejar financeiramente?,ha6g79pIIn4,517538,139,7,2022-03-15 13:05:46+00:00,2022-03-15,13:05:46
SAC Consórcio Itaú: é um produto de sorte?,8SZJwQbmSJM,365107,100,2,2022-03-15 13:05:54+00:00,2022-03-15,13:05:54
SAC Consórcio Itaú: preciso ter conta Itaú?,HcIG8INABmk,651965,84,2,2022-03-15 13:05:58+00:00,2022-03-15,13:05:58
SAC Consórcio Itaú: quais bens você pode adquirir?,55_k5QjqP2U,4201020,127,8,2022-03-15 13:06:06+00:00,2022-03-15,13:06:06
SAC Consórcio Itaú: por onde dá pra comprar?,mSND8hQg9Bw,10997270,86,1,2022-03-15 13:06:09+00:00,2022-03-15,13:06:09
SAC Consórcio Itaú: por onde posso acompanhar?,D73z_k1YwUs,3729119,97,4,2022-03-15 13:06:12+00:00,2022-03-15,13:06:12
SAC Consórcio Itaú: como sei os valores das parcelas?,ujnob_uDXdo,898379,128,12,2022-03-15 13:06:14+00:00,2022-03-15,13:06:14
Habilitando débito automático do seu seguro,fT_POMdcguE,11104,97,0,2022-03-18 14:22:58+00:00,2022-03-18,14:22:58
FGTS I Tudo que você precisa saber sobre o Crédito Imobiliário Itaú,VGNSt5jxfBU,13503,196,16,2022-04-02 01:03:04+00:00,2022-04-02,01:03:04
O imóvel precisa estar quitado? Preciso ir ao cartório? Alienação Fiduciária?,XhLBpzyDXG8,4599,42,2,2022-04-02 01:03:20+00:00,2022-04-02,01:03:20
Quais documentos são necessários para contratar o Empréstimo com Garantia de Imóvel Itaú?,HTBWQND_n-g,5329,54,0,2022-04-02 01:03:35+00:00,2022-04-02,01:03:35
Portabilidade I Tudo que você precisa saber sobre o Crédito Imobiliário Itaú,Kqmu46XhuTQ,8901,71,9,2022-04-02 01:04:13+00:00,2022-04-02,01:04:13
Todo empréstimo é ruim? Posso perder o imóvel? Mitos e Fatos do Empréstimo Garantia de Imóvel Itaú,nHjeLAafgqQ,6002,83,4,2022-04-02 01:04:16+00:00,2022-04-02,01:04:16
